Year,Round,Game,Seed,Team
1992,2,33,1,Kansas
1992,2,33,9,UTEP
1992,2,34,4,Cincinnati
1992,2,34,5,Michigan St.
1992,2,35,3,Arkansas
1992,2,35,6,Memphis
1992,2,36,2,USC
1992,2,36,7,Georgia Tech
1992,2,37,1,Ohio St.
1992,2,37,9,Connecticut
1992,2,38,4,North Carolina
1992,2,38,5,Alabama
1992,2,39,6,Michigan
1992,2,39,14,East Tennessee St.
1992,2,40,2,Oklahoma St.
1992,2,40,10,Tulane
1992,2,41,1,Duke
1992,2,41,9,Iowa
1992,2,42,4,Seton Hall
1992,2,42,5,Missouri
1992,2,43,3,Massachusetts
1992,2,43,6,Syracuse
1992,2,44,2,Kentucky
1992,2,44,10,Iowa St.
1992,2,45,1,UCLA
1992,2,45,8,Louisville
1992,2,46,12,New Mexico St.
1992,2,46,13,Lafayette
1992,2,47,3,Florida St.
1992,2,47,6,Georgetown
1992,2,48,2,Indiana
1992,2,48,7,LSU
1992,3,49,4,Cincinnati
1992,3,49,9,UTEP
1992,3,50,6,Memphis
1992,3,50,7,Georgia Tech
1992,3,51,1,Ohio St.
1992,3,51,4,North Carolina
1992,3,52,2,Oklahoma St.
1992,3,52,6,Michigan
1992,3,53,1,Duke
1992,3,53,4,Seton Hall
1992,3,54,2,Kentucky
1992,3,54,3,Massachusetts
1992,3,55,1,UCLA
1992,3,55,12,New Mexico St.
1992,3,56,2,Indiana
1992,3,56,3,Florida St.
1992,4,57,4,Cincinnati
1992,4,57,6,Memphis
1992,4,58,1,Ohio St.
1992,4,58,6,Michigan
1992,4,59,1,Duke
1992,4,59,2,Kentucky
1992,4,60,1,UCLA
1992,4,60,2,Indiana
1992,5,61,4,Cincinnati
1992,5,61,6,Michigan
1992,5,62,1,Duke
1992,5,62,2,Indiana
1992,6,63,1,Duke
1992,6,63,6,Michigan
1993,1,1,1,Kentucky
1993,1,1,16,Rider
1993,1,2,8,Utah
1993,1,2,9,Pittsburgh
1993,1,3,5,Wake Forest
1993,1,3,12,Chattanooga
1993,1,4,4,Iowa
1993,1,4,13,Louisiana Monroe
1993,1,5,6,Kansas St.
1993,1,5,11,Tulane
1993,1,6,3,Florida St.
1993,1,6,14,Evansville
1993,1,7,7,Western Kentucky
1993,1,7,10,Memphis
1993,1,8,2,Seton Hall
1993,1,8,15,Tennessee St.
1993,1,9,1,Michigan
1993,1,9,16,Coastal Carolina
1993,1,10,8,Iowa St.
1993,1,10,9,UCLA
1993,1,11,5,New Mexico
1993,1,11,12,George Washington
1993,1,12,4,Georgia Tech
1993,1,12,13,Southern
1993,1,13,6,Illinois
1993,1,13,11,Long Beach St.
1993,1,14,3,Vanderbilt
1993,1,14,14,Boise St.
1993,1,15,7,Temple
1993,1,15,10,Missouri
1993,1,16,2,Arizona
1993,1,16,15,Santa Clara
1993,1,17,1,North Carolina
1993,1,17,16,East Carolina
1993,1,18,8,Rhode Island
1993,1,18,9,Purdue
1993,1,19,5,St. John's
1993,1,19,12,Texas Tech
1993,1,20,4,Arkansas
1993,1,20,13,Holy Cross
1993,1,21,6,Virginia
1993,1,21,11,Manhattan
1993,1,22,3,Massachusetts
1993,1,22,14,Penn
1993,1,23,7,New Mexico St.
1993,1,23,10,Nebraska
1993,1,24,2,Cincinnati
1993,1,24,15,Coppin St.
1993,1,25,1,Indiana
1993,1,25,16,Wright St.
1993,1,26,8,New Orleans
1993,1,26,9,Xavier
1993,1,27,5,Oklahoma St.
1993,1,27,12,Marquette
1993,1,28,4,Louisville
1993,1,28,13,Delaware
1993,1,29,6,California
1993,1,29,11,LSU
1993,1,30,3,Duke
1993,1,30,14,Southern Illinois
1993,1,31,7,BYU
1993,1,31,10,SMU
1993,1,32,2,Kansas
1993,1,32,15,Ball St.
1993,2,33,1,Kentucky
1993,2,33,8,Utah
1993,2,34,4,Iowa
1993,2,34,5,Wake Forest
1993,2,35,3,Florida St.
1993,2,35,11,Tulane
1993,2,36,2,Seton Hall
1993,2,36,7,Western Kentucky
1993,2,37,1,Michigan
1993,2,37,9,UCLA
1993,2,38,12,George Washington
1993,2,38,13,Southern
1993,2,39,3,Vanderbilt
1993,2,39,6,Illinois
1993,2,40,7,Temple
1993,2,40,15,Santa Clara
1993,2,41,1,North Carolina
1993,2,41,8,Rhode Island
1993,2,42,4,Arkansas
1993,2,42,5,St. John's
1993,2,43,3,Massachusetts
1993,2,43,6,Virginia
1993,2,44,2,Cincinnati
1993,2,44,7,New Mexico St.
1993,2,45,1,Indiana
1993,2,45,9,Xavier
1993,2,46,4,Louisville
1993,2,46,5,Oklahoma St.
1993,2,47,3,Duke
1993,2,47,6,California
1993,2,48,2,Kansas
1993,2,48,7,BYU
1993,3,49,1,Kentucky
1993,3,49,5,Wake Forest
1993,3,50,3,Florida St.
1993,3,50,7,Western Kentucky
1993,3,51,1,Michigan
1993,3,51,12,George Washington
1993,3,52,3,Vanderbilt
1993,3,52,7,Temple
1993,3,53,1,North Carolina
1993,3,53,4,Arkansas
1993,3,54,2,Cincinnati
1993,3,54,6,Virginia
1993,3,55,1,Indiana
1993,3,55,4,Louisville
1993,3,56,2,Kansas
1993,3,56,6,California
1993,4,57,1,Kentucky
1993,4,57,3,Florida St.
1993,4,58,1,Michigan
1993,4,58,7,Temple
1993,4,59,1,North Carolina
1993,4,59,2,Cincinnati
1993,4,60,1,Indiana
1993,4,60,2,Kansas
1993,5,61,1,Michigan
1993,5,61,1,Kentucky
1993,5,62,1,North Carolina
1993,5,62,2,Kansas
1993,6,63,1,North Carolina
1993,6,63,1,Michigan
1994,1,1,1,Missouri
1994,1,1,16,Navy
1994,1,2,8,Cincinnati
1994,1,2,9,Wisconsin
1994,1,3,5,California
1994,1,3,12,Green Bay
1994,1,4,4,Syracuse
1994,1,4,13,Hawaii
1994,1,5,6,Minnesota
1994,1,5,11,Southern Illinois
1994,1,6,3,Louisville
1994,1,6,14,Boise St.
1994,1,7,7,Virginia
1994,1,7,10,New Mexico
1994,1,8,2,Arizona
1994,1,8,15,Loyola MD
1994,1,9,1,Arkansas
1994,1,9,16,North Carolina A&T
1994,1,10,8,Illinois
1994,1,10,9,Georgetown
1994,1,11,5,UCLA
1994,1,11,12,Tulsa
1994,1,12,4,Oklahoma St.
1994,1,12,13,New Mexico St.
1994,1,13,6,Texas
1994,1,13,11,Western Kentucky
1994,1,14,3,Michigan
1994,1,14,14,Pepperdine
1994,1,15,7,Saint Louis
1994,1,15,10,Maryland
1994,1,16,2,Massachusetts
1994,1,16,15,Texas St.
1994,1,17,1,North Carolina
1994,1,17,16,Liberty
1994,1,18,8,Washington St.
1994,1,18,9,Boston College
1994,1,19,5,Indiana
1994,1,19,12,Ohio
1994,1,20,4,Temple
1994,1,20,13,Drexel
1994,1,21,6,Nebraska
1994,1,21,11,Penn
1994,1,22,3,Florida
1994,1,22,14,James Madison
1994,1,23,7,UAB
1994,1,23,10,George Washington
1994,1,24,2,Connecticut
1994,1,24,15,Rider
1994,1,25,1,Purdue
1994,1,25,16,UCF
1994,1,26,8,Providence
1994,1,26,9,Alabama
1994,1,27,5,Wake Forest
1994,1,27,12,Charleston Southern
1994,1,28,4,Kansas
1994,1,28,13,Chattanooga
1994,1,29,6,Marquette
1994,1,29,11,Lafayette
1994,1,30,3,Kentucky
1994,1,30,14,Tennessee St.
1994,1,31,7,Michigan St.
1994,1,31,10,Seton Hall
1994,1,32,2,Duke
1994,1,32,15,Texas Southern
1994,2,33,1,Missouri
1994,2,33,9,Wisconsin
1994,2,34,4,Syracuse
1994,2,34,12,Green Bay
1994,2,35,3,Louisville
1994,2,35,6,Minnesota
1994,2,36,2,Arizona
1994,2,36,7,Virginia
1994,2,37,1,Arkansas
1994,2,37,9,Georgetown
1994,2,38,4,Oklahoma St.
1994,2,38,12,Tulsa
1994,2,39,3,Michigan
1994,2,39,6,Texas
1994,2,40,2,Massachusetts
1994,2,40,10,Maryland
1994,2,41,1,North Carolina
1994,2,41,9,Boston College
1994,2,42,4,Temple
1994,2,42,5,Indiana
1994,2,43,3,Florida
1994,2,43,11,Penn
1994,2,44,2,Connecticut
1994,2,44,10,George Washington
1994,2,45,1,Purdue
1994,2,45,9,Alabama
1994,2,46,4,Kansas
1994,2,46,5,Wake Forest
1994,2,47,3,Kentucky
1994,2,47,6,Marquette
1994,2,48,2,Duke
1994,2,48,7,Michigan St.
1994,3,49,1,Missouri
1994,3,49,4,Syracuse
1994,3,50,2,Arizona
1994,3,50,3,Louisville
1994,3,51,1,Arkansas
1994,3,51,12,Tulsa
1994,3,52,3,Michigan
1994,3,52,10,Maryland
1994,3,53,5,Indiana
1994,3,53,9,Boston College
1994,3,54,2,Connecticut
1994,3,54,3,Florida
1994,3,55,1,Purdue
1994,3,55,4,Kansas
1994,3,56,2,Duke
1994,3,56,6,Marquette
1994,4,57,1,Missouri
1994,4,57,2,Arizona
1994,4,58,1,Arkansas
1994,4,58,3,Michigan
1994,4,59,3,Florida
1994,4,59,9,Boston College
1994,4,60,1,Purdue
1994,4,60,2,Duke
1994,5,61,1,Arkansas
1994,5,61,2,Arizona
1994,5,62,2,Duke
1994,5,62,3,Florida
1994,6,63,1,Arkansas
1994,6,63,2,Duke
1995,1,1,1,Kansas
1995,1,1,16,Colgate
1995,1,2,8,Western Kentucky
1995,1,2,9,Michigan
1995,1,3,5,Arizona
1995,1,3,12,Miami OH
1995,1,4,4,Virginia
1995,1,4,13,Nicholls St.
1995,1,5,6,Memphis
1995,1,5,11,Louisville
1995,1,6,3,Purdue
1995,1,6,14,Green Bay
1995,1,7,7,Syracuse
1995,1,7,10,Southern Illinois
1995,1,8,2,Arkansas
1995,1,8,15,Texas Southern
1995,1,9,1,Kentucky
1995,1,9,16,Mount St. Mary's
1995,1,10,8,BYU
1995,1,10,9,Tulane
1995,1,11,5,Arizona St.
1995,1,11,12,Ball St.
1995,1,12,4,Oklahoma
1995,1,12,13,Manhattan
1995,1,13,6,Georgetown
1995,1,13,11,Xavier
1995,1,14,3,Michigan St.
1995,1,14,14,Weber St.
1995,1,15,7,Iowa St.
1995,1,15,10,Florida
1995,1,16,2,North Carolina
1995,1,16,15,Murray St.
1995,1,17,1,Wake Forest
1995,1,17,16,North Carolina A&T
1995,1,18,8,Minnesota
1995,1,18,9,Saint Louis
1995,1,19,5,Alabama
1995,1,19,12,Penn
1995,1,20,4,Oklahoma St.
1995,1,20,13,Drexel
1995,1,21,6,Tulsa
1995,1,21,11,Illinois
1995,1,22,3,Villanova
1995,1,22,14,Old Dominion
1995,1,23,7,Charlotte
1995,1,23,10,Stanford
1995,1,24,2,Massachusetts
1995,1,24,15,Saint Peter's
1995,1,25,1,UCLA
1995,1,25,16,FIU
1995,1,26,8,Missouri
1995,1,26,9,Indiana
1995,1,27,5,Mississippi St.
1995,1,27,12,Santa Clara
1995,1,28,4,Utah
1995,1,28,13,Long Beach St.
1995,1,29,6,Oregon
1995,1,29,11,Texas
1995,1,30,3,Maryland
1995,1,30,14,Gonzaga
1995,1,31,7,Cincinnati
1995,1,31,10,Temple
1995,1,32,2,Connecticut
1995,1,32,15,Chattanooga
1995,2,33,1,Kansas
1995,2,33,8,Western Kentucky
1995,2,34,4,Virginia
1995,2,34,12,Miami OH
1995,2,35,3,Purdue
1995,2,35,6,Memphis
1995,2,36,2,Arkansas
1995,2,36,7,Syracuse
1995,2,37,1,Kentucky
1995,2,37,9,Tulane
1995,2,38,5,Arizona St.
1995,2,38,13,Manhattan
1995,2,39,6,Georgetown
1995,2,39,14,Weber St.
1995,2,40,2,North Carolina
1995,2,40,7,Iowa St.
1995,2,41,1,Wake Forest
1995,2,41,9,Saint Louis
1995,2,42,4,Oklahoma St.
1995,2,42,5,Alabama
1995,2,43,6,Tulsa
1995,2,43,14,Old Dominion
1995,2,44,2,Massachusetts
1995,2,44,10,Stanford
1995,2,45,1,UCLA
1995,2,45,8,Missouri
1995,2,46,4,Utah
1995,2,46,5,Mississippi St.
1995,2,47,3,Maryland
1995,2,47,11,Texas
1995,2,48,2,Connecticut
1995,2,48,7,Cincinnati
1995,3,49,1,Kansas
1995,3,49,4,Virginia
1995,3,50,2,Arkansas
1995,3,50,6,Memphis
1995,3,51,1,Kentucky
1995,3,51,5,Arizona St.
1995,3,52,2,North Carolina
1995,3,52,6,Georgetown
1995,3,53,1,Wake Forest
1995,3,53,4,Oklahoma St.
1995,3,54,2,Massachusetts
1995,3,54,6,Tulsa
1995,3,55,1,UCLA
1995,3,55,5,Mississippi St.
1995,3,56,2,Connecticut
1995,3,56,3,Maryland
1995,4,57,2,Arkansas
1995,4,57,4,Virginia
1995,4,58,1,Kentucky
1995,4,58,2,North Carolina
1995,4,59,2,Massachusetts
1995,4,59,4,Oklahoma St.
1995,4,60,1,UCLA
1995,4,60,2,Connecticut
1995,5,61,2,Arkansas
1995,5,61,2,North Carolina
1995,5,62,1,UCLA
1995,5,62,4,Oklahoma St.
1995,6,63,1,UCLA
1995,6,63,2,Arkansas
1996,1,1,1,Connecticut
1996,1,1,16,Colgate
1996,1,2,8,Duke
1996,1,2,9,Eastern Michigan
1996,1,3,5,Mississippi St.
1996,1,3,12,VCU
1996,1,4,4,UCLA
1996,1,4,13,Princeton
1996,1,5,6,Indiana
1996,1,5,11,Boston College
1996,1,6,3,Georgia Tech
1996,1,6,14,Austin Peay
1996,1,7,7,Temple
1996,1,7,10,Oklahoma
1996,1,8,2,Cincinnati
1996,1,8,15,UNC Greensboro
1996,1,9,1,Purdue
1996,1,9,16,Western Carolina
1996,1,10,8,Georgia
1996,1,10,9,Clemson
1996,1,11,5,Memphis
1996,1,11,12,Drexel
1996,1,12,4,Syracuse
1996,1,12,13,Montana St.
1996,1,13,6,Iowa
1996,1,13,11,George Washington
1996,1,14,3,Arizona
1996,1,14,14,Valparaiso
1996,1,15,7,Maryland
1996,1,15,10,Santa Clara
1996,1,16,2,Kansas
1996,1,16,15,South Carolina St.
1996,1,17,1,Massachusetts
1996,1,17,16,UCF
1996,1,18,8,Bradley
1996,1,18,9,Stanford
1996,1,19,5,Penn St.
1996,1,19,12,Arkansas
1996,1,20,4,Marquette
1996,1,20,13,Monmouth
1996,1,21,6,North Carolina
1996,1,21,11,New Orleans
1996,1,22,3,Texas Tech
1996,1,22,14,Northern Illinois
1996,1,23,7,New Mexico
1996,1,23,10,Kansas St.
1996,1,24,2,Georgetown
1996,1,24,15,Mississippi Valley St.
1996,1,25,1,Kentucky
1996,1,25,16,San Jose St.
1996,1,26,8,Green Bay
1996,1,26,9,Virginia Tech
1996,1,27,5,Iowa St.
1996,1,27,12,California
1996,1,28,4,Utah
1996,1,28,13,Canisius
1996,1,29,6,Louisville
1996,1,29,11,Tulsa
1996,1,30,3,Villanova
1996,1,30,14,Portland
1996,1,31,7,Michigan
1996,1,31,10,Texas
1996,1,32,2,Wake Forest
1996,1,32,15,Louisiana Monroe
1996,2,33,1,Connecticut
1996,2,33,9,Eastern Michigan
1996,2,34,5,Mississippi St.
1996,2,34,13,Princeton
1996,2,35,3,Georgia Tech
1996,2,35,11,Boston College
1996,2,36,2,Cincinnati
1996,2,36,7,Temple
1996,2,37,1,Purdue
1996,2,37,8,Georgia
1996,2,38,4,Syracuse
1996,2,38,12,Drexel
1996,2,39,3,Arizona
1996,2,39,6,Iowa
1996,2,40,2,Kansas
1996,2,40,10,Santa Clara
1996,2,41,1,Massachusetts
1996,2,41,9,Stanford
1996,2,42,4,Marquette
1996,2,42,12,Arkansas
1996,2,43,3,Texas Tech
1996,2,43,6,North Carolina
1996,2,44,2,Georgetown
1996,2,44,7,New Mexico
1996,2,45,1,Kentucky
1996,2,45,9,Virginia Tech
1996,2,46,4,Utah
1996,2,46,5,Iowa St.
1996,2,47,3,Villanova
1996,2,47,6,Louisville
1996,2,48,2,Wake Forest
1996,2,48,10,Texas
1996,3,49,1,Connecticut
1996,3,49,5,Mississippi St.
1996,3,50,2,Cincinnati
1996,3,50,3,Georgia Tech
1996,3,51,4,Syracuse
1996,3,51,8,Georgia
1996,3,52,2,Kansas
1996,3,52,3,Arizona
1996,3,53,1,Massachusetts
1996,3,53,12,Arkansas
1996,3,54,2,Georgetown
1996,3,54,3,Texas Tech
1996,3,55,1,Kentucky
1996,3,55,4,Utah
1996,3,56,2,Wake Forest
1996,3,56,6,Louisville
1996,4,57,2,Cincinnati
1996,4,57,5,Mississippi St.
1996,4,58,2,Kansas
1996,4,58,4,Syracuse
1996,4,59,1,Massachusetts
1996,4,59,2,Georgetown
1996,4,60,1,Kentucky
1996,4,60,2,Wake Forest
1996,5,61,4,Syracuse
1996,5,61,5,Mississippi St.
1996,5,62,1,Kentucky
1996,5,62,1,Massachusetts
1996,6,63,1,Kentucky
1996,6,63,4,Syracuse
1997,1,1,1,Kentucky
1997,1,1,16,Montana
1997,1,2,8,Iowa
1997,1,2,9,Virginia
1997,1,3,5,Boston College
1997,1,3,12,Valparaiso
1997,1,4,4,Saint Joseph's
1997,1,4,13,Pacific
1997,1,5,6,Stanford
1997,1,5,11,Oklahoma
1997,1,6,3,Wake Forest
1997,1,6,14,Saint Mary's
1997,1,7,7,Charlotte
1997,1,7,10,Georgetown
1997,1,8,2,Utah
1997,1,8,15,Navy
1997,1,9,1,Minnesota
1997,1,9,16,Texas St.
1997,1,10,8,Mississippi
1997,1,10,9,Temple
1997,1,11,5,Tulsa
1997,1,11,12,Boston University
1997,1,12,4,Clemson
1997,1,12,13,Miami OH
1997,1,13,6,Iowa St.
1997,1,13,11,Illinois St.
1997,1,14,3,Cincinnati
1997,1,14,14,Butler
1997,1,15,7,Xavier
1997,1,15,10,Vanderbilt
1997,1,16,2,UCLA
1997,1,16,15,Charleston Southern
1997,1,17,1,North Carolina
1997,1,17,16,Fairfield
1997,1,18,8,Indiana
1997,1,18,9,Colorado
1997,1,19,5,California
1997,1,19,12,Princeton
1997,1,20,4,Villanova
1997,1,20,13,LIU
1997,1,21,6,Louisville
1997,1,21,11,Massachusetts
1997,1,22,3,New Mexico
1997,1,22,14,Old Dominion
1997,1,23,7,Wisconsin
1997,1,23,10,Texas
1997,1,24,2,South Carolina
1997,1,24,15,Coppin St.
1997,1,25,1,Kansas
1997,1,25,16,Jackson St.
1997,1,26,8,Purdue
1997,1,26,9,Rhode Island
1997,1,27,5,Maryland
1997,1,27,12,Charleston
1997,1,28,4,Arizona
1997,1,28,13,South Alabama
1997,1,29,6,Illinois
1997,1,29,11,USC
1997,1,30,3,Georgia
1997,1,30,14,Chattanooga
1997,1,31,7,Marquette
1997,1,31,10,Providence
1997,1,32,2,Duke
1997,1,32,15,Murray St.
1997,2,33,1,Kentucky
1997,2,33,8,Iowa
1997,2,34,4,Saint Joseph's
1997,2,34,5,Boston College
1997,2,35,3,Wake Forest
1997,2,35,6,Stanford
1997,2,36,2,Utah
1997,2,36,7,Charlotte
1997,2,37,1,Minnesota
1997,2,37,9,Temple
1997,2,38,4,Clemson
1997,2,38,5,Tulsa
1997,2,39,3,Cincinnati
1997,2,39,6,Iowa St.
1997,2,40,2,UCLA
1997,2,40,7,Xavier
1997,2,41,1,North Carolina
1997,2,41,9,Colorado
1997,2,42,4,Villanova
1997,2,42,5,California
1997,2,43,3,New Mexico
1997,2,43,6,Louisville
1997,2,44,10,Texas
1997,2,44,15,Coppin St.
1997,2,45,1,Kansas
1997,2,45,8,Purdue
1997,2,46,4,Arizona
1997,2,46,12,Charleston Southern
1997,2,47,6,Illinois
1997,2,47,14,Chattanooga
1997,2,48,2,Duke
1997,2,48,10,Providence
1997,3,49,1,Kentucky
1997,3,49,4,Saint Joseph's
1997,3,50,2,Utah
1997,3,50,6,Stanford
1997,3,51,1,Minnesota
1997,3,51,4,Clemson
1997,3,52,2,UCLA
1997,3,52,6,Iowa St.
1997,3,53,1,North Carolina
1997,3,53,5,California
1997,3,54,6,Louisville
1997,3,54,10,Texas
1997,3,55,1,Kansas
1997,3,55,4,Arizona
1997,3,56,10,Providence
1997,3,56,14,Chattanooga
1997,4,57,1,Kentucky
1997,4,57,2,Utah
1997,4,58,1,Minnesota
1997,4,58,2,UCLA
1997,4,59,1,North Carolina
1997,4,59,6,Louisville
1997,4,60,4,Arizona
1997,4,60,10,Providence
1997,5,61,1,Kentucky
1997,5,61,1,Minnesota
1997,5,62,1,North Carolina
1997,5,62,4,Arizona
1997,6,63,1,Kentucky
1997,6,63,4,Arizona
1998,1,1,1,North Carolina
1998,1,1,16,Navy
1998,1,2,8,Charlotte
1998,1,2,9,Illinois Chicago
1998,1,3,5,Princeton
1998,1,3,12,UNLV
1998,1,4,4,Michigan St.
1998,1,4,13,Eastern Michigan
1998,1,5,6,Xavier
1998,1,5,11,Washington
1998,1,6,3,South Carolina
1998,1,6,14,Richmond
1998,1,7,7,Indiana
1998,1,7,10,Oklahoma
1998,1,8,2,Connecticut
1998,1,8,15,Fairleigh Dickinson
1998,1,9,1,Arizona
1998,1,9,16,Nicholls St.
1998,1,10,8,Tennessee
1998,1,10,9,Illinois St.
1998,1,11,5,Illinois
1998,1,11,12,South Alabama
1998,1,12,4,Maryland
1998,1,12,13,Utah St.
1998,1,13,6,Arkansas
1998,1,13,11,Nebraska
1998,1,14,3,Utah
1998,1,14,14,San Francisco
1998,1,15,7,Temple
1998,1,15,10,West Virginia
1998,1,16,2,Cincinnati
1998,1,16,15,Northern Arizona
1998,1,17,1,Kansas
1998,1,17,16,Prairie View A&M
1998,1,18,8,Rhode Island
1998,1,18,9,Murray St.
1998,1,19,5,TCU
1998,1,19,12,Florida St.
1998,1,20,4,Mississippi
1998,1,20,13,Valparaiso
1998,1,21,6,Clemson
1998,1,21,11,Western Michigan
1998,1,22,3,Stanford
1998,1,22,14,Charleston Southern
1998,1,23,7,St. John's
1998,1,23,10,Detroit
1998,1,24,2,Purdue
1998,1,24,15,Delaware
1998,1,25,1,Duke
1998,1,25,16,Radford
1998,1,26,8,Oklahoma St.
1998,1,26,9,George Washington
1998,1,27,5,Syracuse
1998,1,27,12,Iona
1998,1,28,4,New Mexico
1998,1,28,13,Butler
1998,1,29,6,UCLA
1998,1,29,11,Miami FL
1998,1,30,3,Michigan
1998,1,30,14,Davidson
1998,1,31,7,Massachusetts
1998,1,31,10,Saint Louis
1998,1,32,2,Kentucky
1998,1,32,15,South Carolina St.
1998,2,33,1,North Carolina
1998,2,33,8,Charlotte
1998,2,34,4,Michigan St.
1998,2,34,5,Princeton
1998,2,35,11,Washington
1998,2,35,14,Richmond
1998,2,36,2,Connecticut
1998,2,36,7,Indiana
1998,2,37,1,Arizona
1998,2,37,9,Illinois St.
1998,2,38,4,Maryland
1998,2,38,5,Illinois
1998,2,39,3,Utah
1998,2,39,6,Arkansas
1998,2,40,2,Cincinnati
1998,2,40,10,West Virginia
1998,2,41,1,Kansas
1998,2,41,8,Rhode Island
1998,2,42,12,Florida St.
1998,2,42,13,Valparaiso
1998,2,43,3,Stanford
1998,2,43,11,Western Michigan
1998,2,44,2,Purdue
1998,2,44,10,Detroit
1998,2,45,1,Duke
1998,2,45,8,Oklahoma St.
1998,2,46,4,New Mexico
1998,2,46,5,Syracuse
1998,2,47,3,Michigan
1998,2,47,6,UCLA
1998,2,48,2,Kentucky
1998,2,48,10,Saint Louis
1998,3,49,1,North Carolina
1998,3,49,4,Michigan St.
1998,3,50,2,Connecticut
1998,3,50,11,Washington
1998,3,51,1,Arizona
1998,3,51,4,Maryland
1998,3,52,3,Utah
1998,3,52,10,West Virginia
1998,3,53,8,Rhode Island
1998,3,53,13,Valparaiso
1998,3,54,2,Purdue
1998,3,54,3,Stanford
1998,3,55,1,Duke
1998,3,55,5,Syracuse
1998,3,56,2,Kentucky
1998,3,56,6,UCLA
1998,4,57,1,North Carolina
1998,4,57,2,Connecticut
1998,4,58,1,Arizona
1998,4,58,3,Utah
1998,4,59,3,Stanford
1998,4,59,8,Rhode Island
1998,4,60,1,Duke
1998,4,60,2,Kentucky
1998,5,61,1,North Carolina
1998,5,61,3,Utah
1998,5,62,2,Kentucky
1998,5,62,3,Stanford
1998,6,63,2,Kentucky
1998,6,63,3,Utah
1999,1,1,1,Duke
1999,1,1,16,Florida A&M
1999,1,2,8,Charleston Southern
1999,1,2,9,Tulsa
1999,1,3,5,Wisconsin
1999,1,3,12,Missouri St.
1999,1,4,4,Tennessee
1999,1,4,13,Delaware
1999,1,5,6,Temple
1999,1,5,11,Kent St.
1999,1,6,3,Cincinnati
1999,1,6,14,George Mason
1999,1,7,7,Texas
1999,1,7,10,Purdue
1999,1,8,2,Miami FL
1999,1,8,15,Lafayette
1999,1,9,1,Michigan St.
1999,1,9,16,Mount St. Mary's
1999,1,10,8,Villanova
1999,1,10,9,Mississippi
1999,1,11,5,Charlotte
1999,1,11,12,Rhode Island
1999,1,12,4,Arizona
1999,1,12,13,Oklahoma
1999,1,13,6,Kansas
1999,1,13,11,Evansville
1999,1,14,3,Kentucky
1999,1,14,14,New Mexico St.
1999,1,15,7,Washington
1999,1,15,10,Miami OH
1999,1,16,2,Utah
1999,1,16,15,Arkansas St.
1999,1,17,1,Auburn
1999,1,17,16,Winthrop
1999,1,18,8,Syracuse
1999,1,18,9,Oklahoma St.
1999,1,19,5,UCLA
1999,1,19,12,Detroit
1999,1,20,4,Ohio St.
1999,1,20,13,Murray St.
1999,1,21,6,Indiana
1999,1,21,11,George Washington
1999,1,22,3,St. John's
1999,1,22,14,Samford
1999,1,23,7,Louisville
1999,1,23,10,Creighton
1999,1,24,2,Maryland
1999,1,24,15,Valparaiso
1999,1,25,1,Connecticut
1999,1,25,16,UTSA
1999,1,26,8,Missouri
1999,1,26,9,New Mexico
1999,1,27,5,Iowa
1999,1,27,12,UAB
1999,1,28,4,Arkansas
1999,1,28,13,Siena
1999,1,29,6,Florida
1999,1,29,11,Penn
1999,1,30,3,North Carolina
1999,1,30,14,Weber St.
1999,1,31,7,Minnesota
1999,1,31,10,Gonzaga
1999,1,32,2,Stanford
1999,1,32,15,Alcorn St.
1999,2,33,1,Duke
1999,2,33,9,Tulsa
1999,2,34,4,Tennessee
1999,2,34,12,Missouri St.
1999,2,35,3,Cincinnati
1999,2,35,6,Temple
1999,2,36,2,Miami FL
1999,2,36,10,Purdue
1999,2,37,1,Michigan St.
1999,2,37,9,Mississippi
1999,2,38,5,Charlotte
1999,2,38,13,Oklahoma
1999,2,39,3,Kentucky
1999,2,39,6,Kansas
1999,2,40,2,Utah
1999,2,40,10,Miami OH
1999,2,41,1,Auburn
1999,2,41,9,Oklahoma St.
1999,2,42,4,Ohio St.
1999,2,42,12,Detroit
1999,2,43,3,St. John's
1999,2,43,6,Indiana
1999,2,44,2,Maryland
1999,2,44,10,Creighton
1999,2,45,1,Connecticut
1999,2,45,9,New Mexico
1999,2,46,4,Arkansas
1999,2,46,5,Iowa
1999,2,47,6,Florida
1999,2,47,14,Weber St.
1999,2,48,2,Stanford
1999,2,48,10,Gonzaga
1999,3,49,1,Duke
1999,3,49,12,Missouri St.
1999,3,50,6,Temple
1999,3,50,10,Purdue
1999,3,51,1,Michigan St.
1999,3,51,13,Oklahoma
1999,3,52,3,Kentucky
1999,3,52,10,Miami OH
1999,3,53,1,Auburn
1999,3,53,4,Ohio St.
1999,3,54,2,Maryland
1999,3,54,3,St. John's
1999,3,55,1,Connecticut
1999,3,55,5,Iowa
1999,3,56,6,Florida
1999,3,56,10,Gonzaga
1999,4,57,1,Duke
1999,4,57,6,Temple
1999,4,58,1,Michigan St.
1999,4,58,3,Kentucky
1999,4,59,3,St. John's
1999,4,59,4,Ohio St.
1999,4,60,1,Connecticut
1999,4,60,10,Gonzaga
1999,5,61,1,Duke
1999,5,61,1,Michigan St.
1999,5,62,1,Connecticut
1999,5,62,4,Ohio St.
1999,6,63,1,Connecticut
1999,6,63,1,Duke
2000,1,1,1,Arizona
2000,1,1,16,Jackson St.
