eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,lat,lon,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01E+11,2014,5,21,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"05/21/2014: Assailants attacked Muhammad al-Ra'i in Sanaa city, Amanat Al Asimah governorate, Yemen. Al-Ra'i, the Director General of the Ministry of Civil Service and Insurance, was wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,9,Unknown,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Yemeni Ministry of Civil Service and Insurance,Director General: Muhammad al-Ra'i,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Yemen: Roundup of Security Incidents 22 May 2014,"" OSC Summary, May 21, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,5,22,5/22/2014 0:00,0,,228,Yemen,10,Middle East & North Africa,Marib,Damashiqah,15.59883,45.038763,2,1,,"05/22/2014: Assailants attacked power transmission lines in Damashiqah area, Marib governorate, Yemen. There were no reported casualties; however, the power transmission lines were damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107,Electricity,Unknown,Power Lines,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Power transmission lines were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Yemen: Roundup of Security Incidents 23 May 2014,"" OSC Summary, May 22, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,5,22,,0,,228,Yemen,10,Middle East & North Africa,Al Jawf,Al-Ghayl district,16.033225,44.766555,3,0,,"05/22/2014: A suicide bomber detonated an explosives-laden vehicle at a checkpoint run by Huthis in Al-Ghayl district, Al Jawf governorate, Yemen. In addition to the suicide bomber, three people, including two Huthis and one civilian, were killed in the blast. No group claimed responsibility for the incident; however, sources suspected that Al-Qaida in the Arabian Peninsula (AQAP) was involved in the attack.",1,1,1,1,3,Intra/Inter-group Conflict,0,1,1,3,Bombing/Explosion,,,,,17,Terrorists/Non-State Militia,93,Terrorist,Huthis,Checkpoint,228,Yemen,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,228,Yemen,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,,1,,,0,1,0,0,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,An explosive-laden vehicle detonated by a suicide bomber was used in the attack.,4,0,1,,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria, given that this attack may have been the result of infighting between Huthis and Al-Qaida in the Arabian Peninsula (AQAP).","""Suicide bomber attacks Shi'ite fighters in north Yemen: sources,"" Reuters, May 23, 2014.","""Three killed in suicide attack on Yemeni Shias,"" Qatar Peninsula, May 23, 2014.","""Suicide bomber leaves 3 dead in Yemen,"" The Gulf Today, May 23, 2014.",START Primary Collection,0,1,0,1,
2.01E+11,2014,5,23,,0,,228,Yemen,10,Middle East & North Africa,Amran,Unknown,16.256921,43.943679,4,0,,"05/23/2014: An explosive device detonated at a Sunni religious education center in Amran governorate, Yemen. There were no reported casualties; however, the center was damaged in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,87,Affiliated Institution,Unknown,Sunni Religious Education Center,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,"The specific motive is unknown; however, sources speculated that the attack, which targeted a Sunni religious education center, is part of a larger trend of sectarian violence between Yemen's majority Sunni and minority Shiite communities.",0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A religious education center was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Suicide bomber attacks Shi'ite fighters in north Yemen: sources,"" Reuters, May 23, 2014.","""Three killed in suicide attack on Yemeni Shias,"" Qatar Peninsula, May 23, 2014.",,START Primary Collection,0,0,0,0,
2.01E+11,2014,5,25,5/25/2014 0:00,0,,228,Yemen,10,Middle East & North Africa,Amran,Thula district,15.575871,43.903036,3,0,,"05/25/2014: A mortar shell landed on a building in Thula district, Amran governorate, Yemen. At least two people were injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not Applicable,Building,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A mortars was used in the attack.,0,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Yemen: 3 Special Forces Battalions Dispatched To Secure Amran,"" OSC Summary, May 25, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,5,26,,0,,228,Yemen,10,Middle East & North Africa,Marib,Sirwah district,15.45939,45.023548,3,0,,"05/26/2014: Assailants kidnapped six academics in Sirwah district, Marib governorate, Yemen. All six hostages were released a few hours later. No group claimed responsibility; however, sources attributed the attack to tribesmen.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,8,Educational Institution,48,Teacher/Professor/Instructor,Unknown,Academics,228,Yemen,8,Educational Institution,48,Teacher/Professor/Instructor,Unknown,Academic,95,Iraq,8,Educational Institution,48,Teacher/Professor/Instructor,Unknown,Academic,92,India,Tribesmen,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,6,0,-99,,,,0,,,,,,2,Hostage(s) released by perpetrators,6,,"""Yemen: Roundup of Security Incidents 27 May 2014,"" OSC Summary, May 26, 2014.",,,START Primary Collection,-9,-9,1,1,
2.01E+11,2014,5,25,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"05/25/2014: Assailants attacked Naji Hussein Naji Khiran in Sanaa city, Amanat Al Asimah governorate, Yemen. Khiran, a Political Security Organization (PSO) senior intelligence officer, was killed in the incident. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),20,Intelligence,Political Security Organization (PSO),Senior Intelligence Officer: Naji Hussein Naji Khiran,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Counterterrorism Digest: 25-26 May 2014,"" BBC Monitoring, May 26, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,5,26,,1,,228,Yemen,10,Middle East & North Africa,Saada,Razih district,16.866667,43.366667,3,0,,"05/26/2014: Assailants kidnapped an individual in Razih district, Saada governorate, Yemen. The outcome of the kidnapping is unknown. No group claimed responsibility; however, sources attributed the attack to Huthis.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,1,0,,-99,,,0,,,,,,7,Unknown,-99,,"""Yemen: Roundup of Security Incidents 28 May 2014,"" OSC Summary, May 27, 2014.",,,START Primary Collection,0,0,0,0,
2.01E+11,2014,5,27,,0,,228,Yemen,10,Middle East & North Africa,Amran,Amran,15.658833,43.947798,1,0,,"05/27/2014: Assailants attacked a Yemeni Army post in Amran city, Amran governorate, Yemen. This was one of three military posts targeted in Amran on the same day. At least five soldiers and an unknown number of assailants were killed across all three incidents. No group claimed responsibility; however, sources attributed the attacks to Huthis.",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,9,Unknown,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Yemeni Army,Post,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2,0,,,0,,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201405270020, 201405270021, and 201405270022.","""Yemeni Shiite   rebels   kill five soldiers,"" Agence France Presse -- English, May 27, 2014.","""Yemen: 5 Soldiers, 25 Huthists Killed in Clashes in Amran on 26 May,"" Yemen Fox, May 27, 2014.",,START Primary Collection,0,0,0,0,"201405270020, 201405270021, 201405270022"
2.01E+11,2014,5,27,,0,,228,Yemen,10,Middle East & North Africa,Amran,Amran,15.658833,43.947798,1,0,,"05/27/2014: Assailants attacked a Yemeni Army post in Amran city, Amran governorate, Yemen. This was one of three military posts targeted in Amran on the same day. At least five soldiers and an unknown number of assailants were killed across all three incidents. No group claimed responsibility; however, sources attributed the attacks to Huthis.",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,9,Unknown,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Yemeni Army,Post,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2,0,,,0,,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201405270020, 201405270021, and 201405270022.","""Yemeni Shiite   rebels   kill five soldiers,"" Agence France Presse -- English, May 27, 2014.","""Yemen: 5 Soldiers, 25 Huthists Killed in Clashes in Amran on 26 May,"" Yemen Fox, May 27, 2014.",,START Primary Collection,0,0,0,0,"201405270020, 201405270021, 201405270022"
2.01E+11,2014,5,27,,0,,228,Yemen,10,Middle East & North Africa,Amran,Amran,15.661043,43.947366,1,0,,"05/27/2014: Assailants attacked a Yemeni Army post in Amran city, Amran governorate, Yemen. This was one of three military posts targeted in Amran on the same day. At least five soldiers and an unknown number of assailants were killed across all three incidents. No group claimed responsibility; however, sources attributed the attacks to Huthis.",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,9,Unknown,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Yemeni Army,Post,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,0,,,0,,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201405270020, 201405270021, and 201405270022.","""Yemeni Shiite   rebels   kill five soldiers,"" Agence France Presse -- English, May 27, 2014.","""Yemen: 5 Soldiers, 25 Huthists Killed in Clashes in Amran on 26 May,"" Yemen Fox, May 27, 2014.",,START Primary Collection,0,0,0,0,"201405270020, 201405270021, 201405270022"
2.01E+11,2014,5,27,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"05/27/2014: An explosive device was discovered and defused at the dining facility of the Central Security Organization (CSO) compound in Sanaa city, Amanat Al Asimah governorate, Yemen. No group claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Central Security Organization (CSO),Compound,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,29,Sticky Bomb,,,,,,,,,,,,,"An .5 kg explosive device made with a detonator, stopwatch, mobile phone, and two nine-volt batteries, secured to the gas tank with a magnet (defused) was used in the attack.",0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Bomb defused inside Military Police Compound in Sana'a,"" Yemen Times, May 29, 2014.","""Explosive   experts foil   attack   on Yemeni military police headquarters,"" BBC Monitoring Middle East - Political Supplied by BBC Worldwide Monitoring, May 27, 2014.",,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,5,22,,0,,228,Yemen,10,Middle East & North Africa,Amran,Raydah,15.823405,44.038661,1,0,,"05/22/2014: Assailants attacked the Islamic Reform Group (Islah) Party headquarters in Raydah district, Amran governorate, Yemen. There were no reports of casualties in the attack, but the headquarters was destroyed. Huthis claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,22,Violent Political Party,110,Party Office/Facility,Islamic Reform Group (Islah),Headquarters,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A headquarters were damaged in this attack.,0,,,,,,,,,,,,,,,,"Huthis claim that they attacked the headquarters only after were fired upon by people inside. However, there is no evidence to corroborate this claim.","""Yemen: Huthist-Military Clashes Suspend Classes in Parts of Amran; Locals Evacuate Conflict Areas,"" Yemen Times, May 29, 2014.","""Yemen: 3 Special Forces Battalions Dispatched To Secure Amran,"" OSC Summary, May 25, 2014.",,START Primary Collection,0,0,0,0,
2.01E+11,2014,5,22,,0,,228,Yemen,10,Middle East & North Africa,Amran,Unknown,16.146248,43.943766,4,0,,"05/22/2014: Assailants attacked the home of Sheikh Antar Al-Dyfani in Amran governorate, Yemen. Al-Dyfani, the head of the Teachers Union in Amran and a spokesperson for the Islamic Reform Group (Islah) Party, was not harmed in the attack, but his home was destroyed. Huthis claimed responsibility for the incident, alleging that Al-Dyfani had been sheltering foreign fighters.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Islamic Reform Group (Islah),Spokesperson: Sheikh Antar Al-Dyfani,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,Huthi extremists claimed responsibility for the attack and stated that the victim was targeted in retaliation for sheltering and importing foreign fighters into the region.,0,,,0,-99,0,1,10,Unknown,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A home was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Yemen: Huthist-Military Clashes Suspend Classes in Parts of Amran; Locals Evacuate Conflict Areas,"" Yemen Times, May 29, 2014.","""Huthist   militants   blow up house of leading Al-Islah official in Yemen's Amran,"" BBC Monitoring Middle East - Political Supplied by BBC Worldwide Monitoring, May 25, 2014.",,START Primary Collection,0,0,0,0,
2.01E+11,2014,5,31,5/31/2014 0:00,0,,228,Yemen,10,Middle East & North Africa,Marib,Marib,15.45639,45.324871,1,0,,"05/31/2014: An explosive device was discovered and safely defused near a hotel in Marib city, Marib governorate, Yemen. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A wired mortar in a bag (defused) was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Yemen: Roundup of Security Incidents 1 June 2014,"" OSC Summary, May 31, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,6,1,6/1/2014 0:00,0,,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Munayrah district,15.32,42.929167,3,0,,"06/01/2014: Assailants attacked the Ibn-al-Abbas Mosque in Munayrah district, Al Hudaydah governorate, Yemen. There were no reported casualties resulting from the attack; however, the mosque was damaged. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Ibn-al-Abbas Mosque,Mosque,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mosque and its shrine were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Yemen: Roundup of Security Incidents 1 June 2014,"" OSC Summary, May 31, 2014.",,,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,6,2,,0,,228,Yemen,10,Middle East & North Africa,Sanaa,Hamdan district,15.5,44.083333,3,0,,"06/02/2014: Assailants attacked a military checkpoint in Hamdan district, Sanaa governorate, Yemen. A Special Forces commander, another soldier, and several assailants were killed in the attack. Additionally, three soldiers and several assailants were wounded. No group claimed responsibility for the incident; however, sources attributed it to Huthis.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,36,Military Checkpoint,Military of Yemen,Checkpoint,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2,0,,3,0,,0,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""2 soldiers killed in Houthi attack in Yemen's Amran,"" Turkish Press, June 2, 2014.","""Yemen: Al-Islah Party Accused of 'Orchestrating' Army-Huthist Clashes To Benefit Al-Qa'ida,"" OSC Summary, June 2, 2014.",,START Primary Collection,0,0,0,0,
2.01E+11,2014,6,5,6/5/2014 0:00,0,,228,Yemen,10,Middle East & North Africa,Sanaa,Hamdan district,15.5,44.083333,3,0,,"06/05/2014: Assailants fired a missile at a military vehicle in Hamdan district, Sanaa governorate, Yemen. The shell missed the vehicle and there was no reported damages or casualties. No group claimed responsibility; however, sources attributed the attack to Huthis.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Military of Yemen,Vehicle,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A B10 artillery missile was used in the attack.,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Yemeni MP Deems Huthist-Military Clashes Power Struggle, Coup Against Dialogue Outcomes,"" OSC Summary, June 5, 2014.",,,START Primary Collection,0,0,0,0,
2.01E+11,2014,6,5,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"06/05/2014: An explosive device detonated at the house of Member of Parliament Ahmed Al-Aqari in Sanaa city, Amanat Al-Asimah governorate, Yemen. There were no reported casualties resulting from the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Yemen Parliament,Member: Ahmed al-Aqari,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""'Security Source': Huthist 'Cells' To Blast 'Hundreds' of Yemeni Officials' Houses in Sanaa,"" News Yemen, June 8, 2014.","""'Source': Huthist Cell Plans To Blow Up Leading Yemeni Figures' Houses in Sanaa,"" Yemen Fox, June 8, 2014.",,START Primary Collection,-9,-9,0,-9,
2.01E+11,2014,6,8,,1,,228,Yemen,10,Middle East & North Africa,Marib,Unknown,15.515888,45.449806,4,0,,"06/08/2014: Assailants kidnapped a foreign worker for a United States (US) oil company and two security guards in Marib governorate, Yemen. The outcome of the abduction is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to tribesmen.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,1,Gas/Oil/Electric,Unknown,Oil Company Manager,217,United States,,,,,,,,,,,,,,,,,Tribesmen,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,3,0,,-99,,,0,,,,,,7,Unknown,-99,,"""Gunmen kidnap foreign oil expert in Yemen,"" Xinhua News Agency, June 8, 2014.","""Yemen: Roundup of Security Incidents 9 June 2014,"" OSC Summary, June 8, 2014.","""Highlights: Yemen Social Media 9 June 2014,"" OSC Summary, June 8, 2014.",START Primary Collection,-9,-9,1,1,
2.01E+11,2014,6,10,,0,,228,Yemen,10,Middle East & North Africa,Marib,Unknown,15.515888,45.449806,4,0,The incident occurred in the Jahm area of the governorate.,"06/10/2014: Assailants opened fire on electricity lines in Jahm, Marib governorate, Yemen. There were no reported casualties; however, the power lines were damaged. This was one of four attacks targeting the same power lines in a 24 hour period. No group claimed responsibility; however, sources attributed the incidents to Al-Qaida in the Arabian Peninsula (AQAP).",1,1,1,0,,,1,1,0,3,Bombing/Explosion,7,Facility/Infrastructure Attack,,,21,Utilities,107,Electricity,Yemeni Ministry of Electricity and Energy,Power Lines,228,Yemen,,,,,,,,,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,5,Unknown Gun Type,,,,,,,,,Rocket-propelled grenades (RPGs) and firearms were used in the attack.,0,0,0,0,0,0,1,4,Unknown,-99,Electrical power lines were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Power line   attacks   leave Yemen in the dark,"" The Associated Press, June 10, 2014.","""Blackout in Yemen after power lines sabotaged,"" Saudi Gazette, June 11, 2014.","""State PAO: Yemeni Media Highlights for 11 June 2014,"" US Embassy Public Affairs Office, June 11, 2014.",START Primary Collection,0,1,0,1,"201406100039, 201406100073, 201406100074, 201406100075"
2.01E+11,2014,6,10,,1,,228,Yemen,10,Middle East & North Africa,Marib,Marib,15.45639,45.324871,1,0,,"06/10/2014: Assailants abducted Aydh Gubran al-Mashali and ten Yemeni nationals from Marib city, Marib governorate, Yemen. Al-Mashali, a Saudi national, was released on June 27, 2014. The fate of the remaining hostages is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Jahm tribesmen.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Saudi National: Aydh Gubran al-Mashali,173,Saudi Arabia,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,228,Yemen,,,,,,,,,Tribesmen,,,,,,"The specific motive is unknown; however, sources stated that the Jahm tribe committed the kidnapping after the government failed to compensate them properly for the death of a Sheikh during a Yemeni military operation.",0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,11,0,,-99,,,0,,,,,,6,Combination,1,,"""Interior Ministry pledges to free a Saudi national abducted in Marib,"" Yemen Times, June 19, 2014.","""Saudi hostage freed in Yemen: Ministry,"" INooz, June 29, 2014.","""Yemen: Tribal Mediation Releases Kidnapped Saudi National in Ma'rib,"" Yemen Fox, June 27, 2014.",START Primary Collection,-9,-9,1,1,
2.01E+11,2014,6,10,,0,,228,Yemen,10,Middle East & North Africa,Marib,Unknown,15.46591,45.293941,4,0,The incident occurred on the road between Sanaa and Marib in Marib governorate.,"06/10/2014: Assailants attacked power lines in Marib governorate, Yemen. There were no reported casualties; however, the incident caused a power outage. This was one of four attacks targeting the same power lines in a 24 hour period. No group claimed responsibility; however, sources attributed the incidents to Al-Qaida in the Arabian Peninsula (AQAP).",1,1,1,0,,,1,1,0,3,Bombing/Explosion,7,Facility/Infrastructure Attack,,,21,Utilities,107,Electricity,Yemeni Ministry of Electricity and Energy,Power Lines,228,Yemen,,,,,,,,,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,5,Unknown Gun Type,,,,,,,,,Rocket-propelled grenades (RPGs) and firearms were used in the attack.,0,0,0,0,0,0,1,4,Unknown,-99,Electrical power lines were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Power line   attacks   leave Yemen in the dark,"" The Associated Press, June 10, 2014.","""State PAO: Yemeni Media Highlights for 11 June 2014,"" US Embassy Public Affairs Office, June 11, 2014.","""Electrical Grid Remains a Vulnerable Target to Nations and Terrorists,"" Family Security Matters, January 29, 2016.",START Primary Collection,0,1,0,1,"201406100039, 201406100073, 201406100074, 201406100075"
